0.001,100,0.12260626254411973,0.07671311148440843,0.3219256365726483
0.005,100,0.1536439171431711,0.026098435353664445,0.33338626964000484
0.01,100,0.1754142089385456,-0.006144425404806497,0.3446839924722904
0.05,100,0.2563574442943423,-0.12358917099147648,0.38912571759720743
0.1,100,0.3072066296982362,-0.20424985971690196,0.4101633996795696
0.5,100,0.30375566666937104,-0.1896518964167172,0.4178594369220191
1.0,100,nan,nan,nan
5.0,100,nan,nan,nan
10.0,100,nan,nan,nan
0.55,100,0.10566735245675829,0.14764322490575826,0.3589779298192734
