0.001,100,1.0186421388250508,1.0186421388250508,1.0186421388250508
0.005,100,1.101390708366971,1.101390708366971,1.101390708366971
0.01,100,1.106327912053324,1.106327912053324,1.106327912053324
0.05,100,1.1449584894838074,1.1449584894838074,1.1449584894838074
0.1,100,1.1873790714222776,1.1873790714222776,1.1873790714222776
0.5,100,1.298294418632759,1.298294418632759,1.298294418632759
1.0,100,1.3132444233626377,1.3132444233626377,1.3132444233626377
5.0,100,1.1926446274146494,1.1926446274146494,1.1926446274146494
10.0,100,nan,nan,nan
0.55,5,1.3015030398267493,1.3015030398267493,1.3015030398267493
